n,max,empty
5700,6,2054
5700,6,2097
5700,6,2074
5700,7,2090
5700,6,2097
5700,7,2113
5700,7,2097
5700,6,2103
5700,7,2118
5700,7,2095
5700,6,2090
5700,7,2106
5700,7,2074
5700,8,2113
5700,6,2129
5700,6,2128
5700,6,2110
5700,7,2066
5700,5,2152
5700,7,2054
5700,6,2093
5700,6,2084
5700,6,2071
5700,7,2084
5700,7,2104
5700,6,2149
5700,7,2107
5700,5,2077
5700,6,2078
5700,7,2097
5700,5,2105
5700,7,2063
5700,6,2126
5700,7,2090
5700,7,2108
5700,7,2110
5700,6,2083
5700,7,2066
5700,6,2090
5700,7,2070
5700,8,2085
5700,6,2073
5700,8,2111
5700,7,2083
5700,6,2097
5800,6,2165
5800,7,2108
5800,7,2140
5800,7,2150
5800,5,2130
5800,6,2118
5800,5,2092
5800,6,2107
5800,7,2128
5800,6,2100
5800,6,2096
5800,7,2139
5800,6,2141
5800,7,2139
5800,6,2150
5800,7,2139
5800,6,2122
5800,6,2157
5800,7,2114
5800,7,2162
5800,7,2138
5800,6,2129
5800,6,2164
5800,7,2122
5800,8,2129
5800,6,2159
5800,6,2162
5800,6,2137
5800,6,2112
5800,6,2135
5800,7,2121
5800,6,2161
5800,6,2113
5800,7,2158
5800,6,2133
5800,6,2162
5800,6,2092
5800,7,2127
5800,6,2174
5800,6,2121
5800,7,2171
5800,6,2105
5800,6,2181
5800,6,2115
5800,6,2154
5800,7,2164
5800,5,2174
5800,7,2121
5800,6,2146
5800,7,2146
5800,6,2117
5800,6,2156
5800,6,2128
5800,6,2118
5800,6,2166
5800,6,2143
5800,7,2163
5800,6,2126
5800,6,2137
5800,7,2128
5800,6,2089
5800,6,2108
5800,8,2145
5800,7,2154
5800,6,2112
5800,7,2111
5800,7,2102
5800,6,2183
5800,6,2145
5800,6,2151
5800,7,2145
5800,6,2142
5800,8,2182
5800,7,2155
5800,8,2161
5800,6,2121
5800,7,2137
5800,6,2113
5800,6,2106
5800,6,2137
5800,6,2107
5800,6,2135
5800,7,2166
5800,6,2137
5800,7,2110
5800,8,2101
5800,7,2153
5800,6,2114
5800,6,2123
5800,8,2145
5800,8,2152
5800,6,2115
5800,6,2141
5800,8,2163
5800,6,2121
5800,6,2110
5800,6,2141
5800,6,2170
5800,7,2147
5800,6,2135
5900,6,2218
5900,6,2137
5900,7,2172
5900,6,2152
5900,6,2148
5900,7,2150
5900,7,2156
5900,7,2179
5900,7,2204
5900,6,2223
5900,6,2191
5900,6,2175
5900,7,2191
5900,7,2164
5900,6,2152
5900,6,2151
5900,6,2181
5900,7,2131
5900,6,2175
5900,6,2158
5900,7,2180
5900,6,2168
5900,6,2229
5900,6,2205
5900,6,2186
5900,6,2193
5900,5,2190
5900,7,2189
5900,7,2197
5900,6,2147
5900,7,2195
5900,7,2179
5900,6,2145
5900,6,2173
5900,6,2156
5900,5,2130
5900,6,2167
5900,6,2203
5900,6,2193
5900,7,2197
5900,7,2164
5900,7,2121
5900,8,2146
5900,6,2136
5900,6,2163
5900,6,2158
5900,6,2178
5900,6,2180
5900,7,2148
5900,5,2128
5900,6,2169
5900,6,2132
5900,6,2195
5900,7,2156
5900,7,2173
5900,7,2150
5900,6,2181
5900,6,2138
5900,6,2175
5900,7,2204
5900,7,2181
5900,7,2122
5900,7,2183
5900,8,2205
5900,6,2160
5900,6,2191
5900,6,2140
5900,6,2206
5900,6,2184
5900,6,2175
5900,7,2159
5900,7,2166
5900,7,2196
5900,6,2195
5900,7,2180
5900,6,2168
5900,7,2164
5900,6,2165
5900,6,2201
5900,6,2185
5900,6,2175
5900,7,2170
5900,7,2143
5900,6,2195
5900,8,2178
5900,6,2137
5900,7,2208
5900,7,2181
5900,8,2191
5900,6,2161
5900,7,2180
5900,6,2176
5900,7,2190
5900,6,2190
5900,6,2136
5900,5,2161
5900,6,2177
5900,7,2162
5900,6,2169
5900,7,2153
6000,7,2169
6000,7,2211
6000,6,2214
6000,6,2226
6000,6,2214
6000,6,2192
6000,7,2215
6000,6,2227
6000,6,2217
6000,6,2237
6000,6,2220
6000,6,2188
6000,6,2199
6000,6,2207
6000,7,2192
6000,7,2226
6000,6,2205
6000,6,2203
6000,6,2254
6000,6,2246
6000,8,2188
6000,6,2209
6000,6,2234
6000,7,2235
6000,6,2257
6000,7,2228
6000,6,2209
6000,7,2213
6000,6,2218
6000,6,2207
6000,6,2241
6000,7,2189
6000,6,2188
6000,7,2201
6000,6,2215
6000,6,2171
6000,6,2215
6000,7,2230
6000,6,2251
6000,7,2190
6000,6,2241
6000,7,2180
6000,7,2218
6000,6,2223
6000,6,2266
6000,6,2244
6000,7,2182
6000,6,2213
6000,6,2195
6000,6,2209
6000,7,2163
6000,6,2222
6000,6,2243
6000,6,2185
6000,6,2248
6000,6,2187
6000,7,2214
6000,6,2247
6000,6,2235
6000,6,2185
6000,6,2157
6000,7,2230
6000,7,2216
6000,7,2213
6000,6,2218
6000,7,2217
6000,6,2185
6000,7,2225
6000,6,2192
6000,6,2184
6000,6,2170
6000,6,2200
6000,6,2232
6000,7,2208
6000,6,2186
6000,8,2207
6000,6,2221
6000,7,2219
6000,6,2230
6000,7,2200
6000,7,2208
6000,7,2198
6000,7,2218
6000,6,2201
6000,7,2241
6000,6,2220
6000,6,2247
6000,6,2217
6000,6,2150
6000,6,2224
6000,6,2196
6000,6,2230
6000,7,2229
6000,7,2271
6000,6,2214
6000,6,2213
6000,6,2243
6000,7,2209
6000,6,2200
6000,7,2223
6100,7,2257
6100,7,2228
6100,6,2234
6100,7,2241
6100,6,2233
6100,6,2258
6100,5,2270
6100,7,2228
6100,7,2247
6100,6,2253
6100,6,2243
6100,7,2261
6100,7,2225
6100,7,2261
6100,7,2248
6100,6,2203
6100,6,2231
6100,5,2252
6100,6,2253
6100,6,2237
6100,7,2280
6100,7,2244
6100,6,2260
6100,7,2230
6100,7,2268
6100,5,2233
6100,6,2285
6100,6,2190
6100,7,2188
6100,6,2215
6100,6,2229
6100,7,2274
6100,6,2266
6100,9,2233
6100,7,2271
6100,6,2266
6100,6,2238
6100,6,2245
6100,6,2262
6100,6,2185
6100,7,2242
6100,6,2224
6100,6,2264
6100,6,2275
6100,6,2225
6100,7,2193
6100,7,2241
6100,7,2240
6100,6,2227
6100,7,2229
6100,6,2276
6100,6,2246
6100,6,2263
6100,6,2250
6100,7,2212
6100,7,2247
6100,6,2282
6100,6,2290
6100,6,2192
6100,6,2252
6100,7,2223
6100,6,2230
6100,6,2275
6100,7,2279
6100,6,2257
6100,6,2231
6100,6,2264
6100,6,2251
6100,6,2219
6100,7,2236
6100,7,2249
6100,6,2241
6100,6,2224
6100,7,2247
6100,5,2248
6100,6,2287
6100,8,2247
6100,8,2252
6100,6,2255
6100,6,2233
6100,6,2239
6100,8,2273
6100,7,2265
6100,7,2253
6100,6,2257
6100,6,2213
6100,8,2237
6100,7,2240
6100,6,2242
6100,8,2224
6100,8,2258
6100,7,2317
6100,7,2268
6100,6,2260
6100,8,2269
6100,7,2242
6100,8,2255
6100,6,2253
6100,6,2277
6100,6,2226
6200,8,2284
6200,6,2277
6200,6,2270
6200,7,2320
6200,6,2261
6200,6,2266
6200,7,2264
6200,10,2302
6200,7,2285
6200,6,2308
6200,7,2323
6200,6,2286
6200,6,2294
6200,9,2239
6200,6,2266
6200,6,2266
6200,7,2282
6200,7,2233
6200,7,2335
6200,8,2273
6200,6,2235
6200,6,2266
6200,6,2285
6200,6,2264
6200,7,2273
6200,8,2282
6200,8,2286
6200,6,2262
6200,7,2307
6200,6,2314
6200,6,2290
6200,7,2254
6200,6,2285
6200,6,2294
6200,6,2305
6200,6,2268
6200,6,2218
6200,7,2268
6200,6,2262
6200,7,2283
6200,6,2297
6200,6,2265
6200,5,2342
6200,6,2239
6200,6,2285
6200,7,2298
6200,6,2264
6200,8,2301
6200,6,2284
6200,7,2312
6200,7,2298
6200,7,2285
6200,6,2281
6200,6,2297
6200,7,2286
6200,6,2253
6200,6,2271
6200,6,2298
6200,7,2289
6200,6,2282
6200,8,2264
6200,6,2293
6200,6,2315
6200,6,2246
6200,6,2237
6200,6,2248
6200,6,2287
6200,6,2270
6200,6,2304
6200,6,2304
6200,7,2306
6200,6,2295
6200,7,2279
6200,8,2296
6200,6,2257
6200,6,2259
6200,7,2259
6200,7,2319
6200,7,2267
6200,6,2271
6200,6,2256
6200,7,2308
6200,8,2266
6200,6,2302
6200,6,2237
6200,6,2227
6200,6,2221
6200,6,2277
6200,6,2285
6200,7,2255
6200,6,2295
6200,6,2234
6200,6,2297
6200,6,2320
6200,7,2328
6200,7,2321
6200,5,2259
6200,7,2295
6200,7,2270
6200,6,2247
6300,7,2323
6300,6,2319
6300,6,2319
6300,7,2318
6300,6,2315
6300,7,2313
6300,8,2324
6300,8,2269
6300,8,2278
6300,7,2317
6300,6,2353
6300,5,2295
6300,6,2316
6300,6,2345
6300,6,2322
6300,6,2298
6300,7,2333
6300,6,2367
6300,7,2349
6300,6,2313
6300,7,2269
6300,7,2339
6300,6,2320
6300,8,2339
6300,7,2345
6300,7,2285
6300,7,2328
6300,6,2313
6300,6,2290
6300,6,2341
6300,6,2305
6300,6,2304
6300,7,2331
6300,5,2334
6300,6,2305
6300,6,2325
6300,6,2280
6300,7,2300
6300,7,2319
6300,7,2293
6300,6,2352
6300,7,2313
6300,7,2301
6300,6,2309
6300,7,2326
6300,6,2319
6300,7,2314
6300,7,2320
6300,7,2369
6300,7,2337
6300,7,2291
6300,7,2286
6300,6,2336
6300,6,2308
6300,6,2271
6300,7,2329
6300,7,2307
6300,7,2387
6300,6,2346
6300,7,2322
6300,7,2378
6300,6,2331
6300,6,2324
6300,6,2363
6300,7,2294
6300,6,2357
6300,7,2331
6300,5,2326
6300,9,2322
6300,6,2326
6300,6,2331
6300,7,2318
6300,7,2294
6300,7,2308
6300,6,2328
6300,8,2342
6300,5,2302
6300,6,2301
6300,7,2283
6300,6,2275
6300,6,2325
6300,6,2268
6300,6,2312
6300,6,2295
6300,6,2354
6300,6,2324
6300,6,2326
6300,6,2293
6300,6,2304
6300,6,2336
6300,7,2332
6300,6,2300
6300,6,2349
6300,6,2329
6300,6,2344
6300,7,2338
6300,7,2333
6300,6,2271
6300,5,2319
6300,7,2306
6400,7,2350
6400,6,2364
6400,7,2357
6400,6,2343
6400,6,2368
6400,6,2360
6400,6,2329
6400,7,2319
6400,7,2357
6400,6,2370
6400,7,2325
6400,6,2357
6400,6,2372
6400,7,2367
6400,7,2334
6400,6,2381
6400,6,2346
6400,6,2348
6400,6,2397
6400,6,2393
6400,6,2330
6400,7,2328
6400,6,2336
6400,6,2349
6400,8,2369
6400,6,2351
6400,6,2363
6400,6,2358
6400,6,2378
6400,8,2315
6400,7,2375
6400,7,2408
6400,7,2339
6400,6,2404
6400,6,2351
6400,6,2390
6400,7,2386
6400,6,2361
6400,6,2353
6400,7,2389
6400,6,2315
6400,6,2336
6400,7,2343
6400,5,2364
6400,6,2343
6400,7,2316
6400,7,2399
6400,6,2367
6400,6,2396
6400,8,2363
6400,7,2355
6400,7,2428
6400,6,2370
6400,7,2350
6400,7,2338
6400,6,2360
6400,8,2340
6400,7,2337
6400,7,2325
6400,6,2330
6400,7,2383
6400,8,2378
6400,6,2361
6400,6,2374
6400,7,2408
6400,6,2355
6400,7,2330
6400,6,2343
6400,8,2381
6400,6,2397
6400,7,2366
6400,6,2330
6400,7,2364
6400,6,2346
6400,8,2345
6400,7,2341
6400,6,2360
6400,6,2362
6400,6,2333
6400,7,2341
6400,7,2305
6400,6,2346
6400,5,2347
6400,8,2338
6400,6,2360
6400,6,2324
6400,7,2374
6400,7,2312
6400,7,2392
6400,7,2319
6400,7,2401
6400,7,2328
6400,6,2372
6400,6,2356
6400,7,2387
6400,9,2374
6400,7,2366
6400,6,2311
6400,7,2320
6400,7,2374
6500,6,2405
6500,6,2390
6500,7,2400
6500,7,2414
6500,7,2375
6500,6,2439
6500,6,2409
6500,6,2378
6500,6,2397
6500,6,2382
6500,6,2385
6500,6,2422
6500,7,2389
6500,6,2342
6500,7,2372
6500,6,2379
6500,7,2396
6500,6,2425
6500,7,2388
6500,7,2444
6500,5,2389
6500,6,2373
6500,6,2407
6500,7,2366
6500,7,2398
6500,7,2374
6500,5,2381
6500,6,2362
6500,9,2325
6500,6,2385
6500,6,2398
6500,6,2403
6500,7,2393
6500,7,2396
6500,6,2370
6500,7,2360
6500,6,2389
6500,6,2377
6500,6,2382
6500,6,2413
6500,6,2396
6500,6,2457
6500,6,2428
6500,7,2347
6500,7,2380
6500,7,2399
6500,9,2378
6500,7,2393
6500,6,2322
6500,7,2410
6500,6,2424
6500,9,2433
6500,7,2408
6500,6,2392
6500,7,2379
6500,6,2426
6500,7,2403
6500,7,2432
6500,6,2414
6500,8,2408
6500,7,2409
6500,7,2393
6500,7,2348
6500,6,2406
6500,7,2401
6500,8,2380
6500,7,2387
6500,6,2392
6500,6,2396
6500,6,2378
6500,6,2421
6500,7,2374
6500,7,2398
6500,6,2435
6500,6,2387
6500,6,2369
6500,6,2351
6500,6,2366
6500,7,2388
6500,6,2414
6500,6,2347
6500,6,2376
6500,6,2401
6500,6,2402
6500,5,2371
6500,7,2400
6500,7,2443
6500,6,2385
6500,5,2376
6500,8,2400
6500,6,2414
6500,5,2430
6500,6,2353
6500,6,2394
6500,7,2394
6500,7,2382
6500,6,2418
6500,6,2374
6500,6,2418
6500,6,2418
6600,6,2463
6600,6,2424
6600,6,2416
6600,7,2440
6600,6,2413
6600,8,2433
6600,6,2396
6600,6,2407
6600,6,2451
6600,8,2443
6600,6,2409
6600,6,2383
6600,6,2472
6600,6,2452
6600,6,2409
6600,6,2428
6600,7,2424
6600,7,2411
6600,7,2399
6600,7,2422
6600,7,2427
6600,7,2447
6600,7,2397
6600,6,2459
6600,6,2397
6600,6,2438
6600,7,2395
6600,6,2455
6600,6,2448
6600,6,2454
6600,6,2425
6600,7,2400
6600,7,2430
6600,6,2458
6600,6,2396
6600,6,2390
6600,6,2455
6600,6,2418
6600,6,2446
6600,7,2492
6600,7,2432
6600,6,2418
6600,6,2449
6600,7,2426
6600,6,2444
6600,8,2406
6600,6,2449
6600,6,2410
6600,8,2417
6600,6,2422
6600,6,2440
6600,6,2430
6600,6,2413
6600,6,2431
6600,6,2475
6600,6,2424
6600,6,2408
6600,6,2454
6600,7,2424
6600,7,2412
6600,8,2418
6600,6,2441
6600,6,2413
6600,5,2454
6600,6,2465
6600,7,2412
6600,5,2441
6600,7,2424
6600,8,2419
6600,8,2481
6600,7,2413
6600,7,2445
6600,7,2394
6600,6,2441
6600,7,2400
6600,6,2380
6600,6,2414
6600,7,2410
6600,7,2430
6600,6,2406
6600,7,2439
6600,6,2442
6600,7,2446
6600,6,2396
6600,6,2479
6600,7,2433
6600,6,2431
6600,7,2422
6600,6,2433
6600,9,2423
6600,6,2424
6600,6,2411
6600,6,2458
6600,7,2412
6600,7,2431
6600,5,2424
6600,6,2455
6600,6,2417
6600,6,2456
6600,8,2435
6700,7,2458
6700,6,2450
6700,6,2461
6700,7,2526
6700,6,2439
6700,6,2482
6700,7,2461
6700,6,2444
6700,7,2487
6700,6,2469
6700,6,2429
6700,6,2476
6700,7,2467
6700,7,2452
6700,7,2456
6700,6,2478
6700,6,2484
6700,6,2459
6700,6,2435
6700,7,2456
6700,7,2469
6700,7,2456
6700,8,2444
6700,6,2433
6700,7,2405
6700,6,2505
6700,6,2459
6700,7,2443
6700,7,2498
6700,6,2470
6700,6,2412
6700,6,2482
6700,6,2398
6700,6,2484
6700,6,2470
6700,6,2463
6700,6,2438
6700,6,2451
6700,7,2443
6700,6,2471
6700,6,2426
6700,6,2424
6700,7,2469
6700,8,2402
6700,6,2482
6700,6,2421
6700,8,2400
6700,6,2425
6700,6,2409
6700,7,2423
6700,5,2439
6700,6,2462
6700,7,2449
6700,7,2466
6700,7,2473
6700,7,2444
6700,6,2482
6700,7,2459
6700,6,2468
6700,6,2458
6700,7,2467
6700,6,2405
6700,6,2496
6700,7,2470
6700,6,2494
6700,6,2458
6700,6,2468
6700,6,2418
6700,7,2459
6700,6,2518
6700,7,2467
6700,6,2416
6700,6,2436
6700,6,2476
6700,7,2464
6700,6,2445
6700,7,2444
6700,6,2458
6700,6,2496
6700,6,2471
6700,6,2456
6700,7,2489
6700,7,2454
6700,6,2454
6700,6,2454
6700,8,2477
6700,7,2484
6700,6,2420
6700,6,2508
6700,7,2468
6700,7,2446
6700,6,2488
6700,7,2451
6700,7,2457
6700,7,2458
6700,7,2452
6700,9,2464
6700,7,2455
6700,6,2480
6700,6,2450
6800,6,2435
6800,7,2498
6800,7,2543
6800,7,2524
6800,7,2506
6800,6,2502
6800,6,2506
6800,7,2501
6800,6,2526
6800,6,2490
6800,7,2528
6800,6,2541
6800,6,2480
6800,8,2513
6800,7,2462
6800,7,2478
6800,7,2495
6800,6,2535
6800,6,2511
6800,6,2482
6800,6,2490
6800,6,2491
6800,6,2511
6800,6,2477
6800,6,2440
6800,6,2503
6800,7,2500
6800,6,2545
6800,7,2487
6800,6,2473
6800,6,2551
6800,7,2493
6800,7,2557
6800,5,2484
6800,7,2480
6800,7,2464
6800,6,2502
6800,6,2523
6800,6,2473
6800,6,2483
6800,7,2485
6800,6,2578
6800,7,2465
6800,8,2528
6800,7,2527
6800,7,2503
6800,6,2493
6800,6,2485
6800,5,2507
6800,6,2521
6800,6,2482
6800,7,2486
6800,6,2556
6800,7,2466
6800,6,2528
6800,6,2492
6800,8,2546
6800,7,2500
6800,8,2498
6800,7,2500
6800,6,2547
6800,7,2524
6800,7,2495
6800,8,2513
6800,7,2528
6800,6,2465
6800,6,2479
6800,6,2513
6800,8,2457
6800,6,2572
6800,6,2487
6800,7,2473
6800,7,2568
6800,6,2477
6800,6,2491
6800,6,2491
6800,6,2506
6800,6,2521
6800,6,2537
6800,6,2545
6800,6,2510
6800,7,2517
6800,5,2489
6800,6,2507
6800,6,2509
6800,7,2502
6800,6,2515
6800,7,2559
6800,7,2492
6800,7,2528
6800,6,2481
6800,6,2489
6800,6,2498
6800,6,2491
6800,6,2472
6800,6,2492
6800,6,2489
6800,6,2512
6800,8,2535
6800,6,2490
6900,7,2550
6900,6,2497
6900,6,2551
6900,7,2523
6900,7,2525
6900,6,2595
6900,7,2532
6900,6,2541
6900,6,2501
6900,6,2534
6900,6,2556
6900,6,2490
6900,6,2534
6900,7,2571
6900,7,2517
6900,7,2508
6900,6,2510
6900,7,2540
6900,6,2515
6900,6,2574
6900,6,2508
6900,7,2557
6900,6,2544
6900,8,2544
6900,6,2542
6900,7,2550
6900,6,2531
6900,6,2534
6900,7,2566
6900,7,2535
6900,7,2553
6900,8,2521
6900,6,2497
6900,6,2553
6900,6,2551
6900,7,2502
6900,6,2532
6900,7,2564
6900,6,2540
6900,6,2506
6900,6,2548
6900,6,2512
6900,6,2531
6900,6,2563
6900,7,2522
6900,6,2539
6900,7,2541
6900,7,2582
6900,6,2553
6900,7,2563
6900,7,2535
6900,6,2521
6900,7,2533
6900,6,2522
6900,7,2529
6900,6,2504
6900,7,2522
6900,6,2553
6900,7,2494
6900,6,2545
6900,6,2500
6900,6,2495
6900,6,2563
6900,7,2537
6900,6,2543
6900,7,2546
6900,7,2560
6900,7,2566
6900,6,2578
6900,7,2529
6900,6,2518
6900,6,2533
6900,7,2520
6900,7,2535
6900,6,2550
6900,7,2539
6900,6,2578
6900,8,2552
6900,6,2552
6900,6,2529
6900,6,2527
6900,8,2527
6900,6,2554
6900,7,2534
6900,6,2574
6900,6,2525
6900,7,2532
6900,7,2568
6900,6,2501
6900,6,2549
6900,6,2547
6900,6,2519
6900,6,2550
6900,6,2510
6900,7,2535
6900,6,2523
6900,8,2552
6900,8,2556
6900,6,2559
6900,6,2542
7000,7,2571
7000,7,2575
7000,7,2583
7000,6,2580
7000,6,2553
7000,7,2580
7000,6,2548
7000,6,2557
7000,6,2638
7000,8,2547
7000,7,2597
7000,7,2591
7000,8,2588
7000,7,2599
7000,7,2585
7000,7,2574
7000,6,2532
7000,6,2593
7000,7,2594
7000,7,2589
7000,6,2574
7000,7,2608
7000,6,2528
7000,6,2494
7000,6,2610
7000,7,2576
7000,6,2611
7000,7,2575
7000,7,2617
7000,6,2509
7000,6,2506
7000,7,2591
7000,7,2612
7000,6,2608
7000,7,2551
7000,6,2591
7000,7,2551
7000,6,2532
7000,6,2606
7000,7,2583
7000,6,2602
7000,6,2597
7000,6,2628
7000,7,2579
7000,7,2586
7000,6,2606
7000,5,2567
7000,6,2571
7000,6,2571
7000,7,2552
7000,6,2597
7000,6,2640
7000,6,2575
7000,8,2599
7000,7,2605
7000,7,2573
7000,6,2515
7000,6,2561
7000,6,2553
7000,6,2551
7000,7,2554
7000,6,2576
7000,7,2577
7000,6,2561
7000,6,2520
7000,7,2601
7000,8,2572
7000,6,2590
7000,7,2603
7000,7,2606
7000,7,2518
7000,8,2585
7000,6,2574
7000,6,2570
7000,7,2576
7000,6,2593
7000,7,2593
7000,6,2600
7000,7,2570
7000,6,2573
7000,7,2575
7000,6,2551
7000,6,2578
7000,6,2603
7000,6,2592
7000,6,2606
7000,7,2555
7000,7,2577
7000,7,2604
7000,6,2567
7000,6,2591
7000,6,2581
7000,7,2580
7000,6,2593
7000,6,2551
7000,7,2570
7000,6,2552
7000,6,2578
7000,8,2610
7000,7,2589
7100,8,2609
7100,8,2636
7100,6,2562
7100,7,2656
7100,6,2577
7100,6,2566
7100,7,2578
7100,7,2547
7100,7,2621
7100,6,2613
7100,6,2608
7100,6,2576
7100,7,2572
7100,8,2612
7100,6,2638
7100,7,2610
7100,6,2569
7100,8,2629
7100,8,2623
7100,6,2563
7100,6,2606
7100,7,2625
7100,8,2650
7100,6,2610
7100,8,2633
7100,6,2589
7100,7,2624
7100,6,2562
7100,6,2559
7100,7,2620
7100,7,2643
7100,6,2636
7100,7,2647
7100,6,2578
7100,8,2616
7100,5,2593
7100,7,2618
7100,6,2601
7100,6,2582
7100,7,2651
7100,7,2602
7100,7,2569
7100,6,2610
7100,7,2560
7100,6,2560
7100,7,2616
7100,6,2602
7100,6,2600
7100,7,2627
7100,7,2651
7100,6,2595
7100,5,2580
7100,7,2626
7100,6,2607
7100,6,2591
7100,7,2605
7100,6,2623
7100,7,2596
7100,7,2577
7100,6,2568
7100,6,2672
7100,7,2660
7100,7,2633
7100,7,2626
7100,8,2595
7100,6,2607
7100,7,2609
7100,7,2585
7100,7,2598
7100,7,2617
7100,7,2646
7100,7,2640
7100,7,2596
7100,7,2600
7100,6,2602
7100,7,2601
7100,6,2608
7100,6,2579
7100,7,2640
7100,6,2540
7100,6,2635
7100,7,2569
7100,6,2591
7100,6,2641
7100,8,2602
7100,6,2625
7100,7,2630
7100,6,2590
7100,7,2550
7100,7,2574
7100,7,2651
7100,7,2600
7100,6,2615
7100,6,2627
7100,7,2634
7100,6,2648
7100,6,2607
7100,6,2629
7100,7,2629
7100,7,2612
7200,7,2669
7200,6,2659
7200,7,2637
7200,8,2631
7200,6,2653
7200,7,2594
7200,6,2673
7200,6,2607
7200,7,2626
7200,6,2653
7200,6,2630
7200,6,2675
7200,6,2660
7200,6,2665
7200,7,2627
7200,7,2662
7200,6,2587
7200,7,2678
7200,6,2608
7200,6,2629
7200,7,2666
7200,6,2669
7200,6,2668
7200,6,2658
7200,6,2659
7200,6,2739
7200,6,2671
7200,6,2647
7200,7,2638
7200,6,2619
7200,7,2658
7200,5,2595
7200,6,2603
7200,7,2649
7200,6,2623
7200,7,2633
7200,7,2592
7200,6,2646
7200,7,2627
7200,7,2669
7200,7,2673
7200,6,2646
7200,7,2614
7200,6,2623
7200,6,2643
7200,6,2618
7200,6,2621
7200,8,2581
7200,7,2652
7200,6,2649
7200,7,2642
7200,7,2620
7200,6,2669
7200,7,2650
7200,6,2654
7200,6,2608
7200,6,2649
7200,7,2678
7200,7,2586
7200,6,2615
7200,7,2642
7200,6,2714
7200,7,2623
7200,6,2627
7200,6,2668
7200,6,2675
7200,6,2657
7200,7,2621
7200,6,2632
7200,6,2658
7200,7,2630
7200,6,2653
7200,6,2623
7200,6,2630
7200,7,2676
7200,6,2588
7200,7,2670
7200,7,2674
7200,7,2643
7200,7,2662
7200,6,2659
7200,6,2644
7200,7,2650
7200,7,2657
7200,6,2647
7200,7,2630
7200,7,2586
7200,7,2638
7200,7,2640
7200,7,2662
7200,7,2668
7200,7,2638
7200,7,2651
7200,7,2624
7200,6,2665
7200,6,2631
7200,6,2632
7200,7,2689
7200,6,2621
7200,7,2670
7300,6,2672
7300,7,2617
7300,6,2658
7300,6,2700
7300,6,2690
7300,6,2656
7300,6,2688
7300,6,2694
7300,7,2653
7300,7,2702
7300,7,2656
7300,7,2703
7300,7,2631
7300,6,2723
7300,6,2660
7300,6,2663
7300,7,2707
7300,6,2714
7300,6,2675
7300,6,2685
7300,6,2710
7300,8,2676
7300,7,2630
7300,6,2693
7300,6,2676
7300,6,2715
7300,6,2694
7300,6,2712
7300,6,2674
7300,7,2650
7300,6,2716
7300,6,2707
7300,8,2699
7300,6,2700
7300,6,2680
7300,7,2650
7300,6,2708
7300,6,2726
7300,6,2699
7300,6,2721
7300,7,2731
7300,6,2667
7300,6,2700
7300,6,2732
7300,7,2666
7300,6,2675
7300,7,2700
7300,8,2714
7300,7,2647
7300,7,2692
7300,6,2680
7300,6,2667
7300,7,2727
7300,7,2695
7300,6,2702
7300,6,2673
7300,6,2693
7300,8,2646
7300,7,2719
7300,6,2647
7300,7,2709
7300,6,2669
7300,7,2698
7300,8,2668
7300,7,2699
7300,7,2724
7300,6,2690
7300,6,2691
7300,7,2640
7300,7,2658
7300,6,2718
7300,7,2668
7300,6,2676
7300,6,2657
7300,7,2693
7300,7,2654
7300,7,2673
7300,6,2665
7300,6,2648
7300,8,2673
7300,8,2676
7300,6,2672
7300,7,2667
7300,6,2689
7300,6,2717
7300,6,2684
7300,7,2629
7300,7,2704
7300,7,2668
7300,7,2754
7300,8,2672
7300,6,2706
7300,7,2661
7300,6,2685
7300,7,2702
7300,6,2717
7300,7,2676
7300,7,2664
7300,6,2675
7300,6,2672
7400,8,2686
7400,6,2739
7400,6,2733
7400,6,2705
7400,6,2670
7400,6,2722
7400,6,2721
7400,7,2691
7400,6,2649
7400,6,2712
7400,7,2680
7400,6,2736
7400,6,2672
7400,6,2755
7400,6,2708
7400,6,2739
7400,7,2701
7400,6,2707
7400,7,2798
7400,6,2745
7400,7,2776
7400,6,2735
7400,7,2689
7400,6,2755
7400,7,2709
7400,7,2725
7400,6,2760
7400,7,2744
7400,7,2743
7400,7,2741
7400,6,2730
7400,6,2779
7400,7,2729
7400,7,2726
7400,6,2728
7400,6,2812
7400,6,2697
7400,7,2740
7400,7,2765
7400,8,2689
7400,7,2764
7400,8,2698
7400,6,2770
7400,6,2692
7400,6,2678
7400,7,2717
7400,7,2750
7400,6,2740
7400,8,2781
7400,7,2709
7400,6,2683
7400,6,2706
7400,6,2688
7400,6,2736
7400,7,2700
7400,6,2685
7400,7,2761
7400,6,2709
7400,7,2746
7400,7,2740
7400,7,2710
7400,6,2673
7400,6,2712
7400,6,2754
7400,8,2705
7400,7,2693
7400,7,2667
7400,6,2716
7400,6,2724
7400,7,2685
7400,7,2767
7400,6,2737
7400,6,2768
7400,7,2722
7400,7,2714
7400,7,2682
7400,7,2742
7400,6,2705
7400,6,2696
7400,6,2726
7400,6,2724
7400,6,2749
7400,8,2709
7400,6,2689
7400,6,2726
7400,7,2751
7400,7,2705
7400,6,2691
7400,6,2767
7400,6,2682
7400,6,2732
7400,7,2758
7400,7,2742
7400,7,2723
7400,6,2710
7400,7,2717
7400,6,2729
7400,6,2722
7400,6,2755
7400,6,2709
7500,7,2776
7500,6,2798
7500,7,2765
7500,6,2746
